chr	start	end	CpG
chr15	73470985	73470986	21975
chr15	73486481	73486482	21976
chr15	73487834	73487835	21977
chr15	73509549	73509550	21978
chr15	73530620	73530621	21979
chr15	73567888	73567889	21980
chr15	73567894	73567895	21981
chr15	73628468	73628469	21982
chr15	73631526	73631527	21983
chr15	73637033	73637034	21984
chr15	73655031	73655032	21985
chr15	73681228	73681229	21986
chr15	73681260	73681261	21987
chr15	73716741	73716742	21988
chr15	73723016	73723017	21989
chr15	73723295	73723296	21990
chr15	73724125	73724126	21991
chr15	73742533	73742534	21992
chr15	73755988	73755989	21993
chr15	73756166	73756167	21994
chr15	73756289	73756290	21995
chr15	73761048	73761049	21996
chr15	73764497	73764498	21997
chr15	73767107	73767108	21998
chr15	73850428	73850429	21999
chr15	73850509	73850510	22000
chr15	73857756	73857757	22001
chr15	73902324	73902325	22002
chr15	73923166	73923167	22003
chr15	73961763	73961764	22004
chr15	73982617	73982618	22005
chr15	73987830	73987831	22006
chr15	74023667	74023668	22007
chr15	74128817	74128818	22008
chr15	74135638	74135639	22009
chr15	74141012	74141013	22010
chr15	74170206	74170207	22011
chr15	74170352	74170353	22012
chr15	74172677	74172678	22013
chr15	74173354	74173355	22014
chr15	74175147	74175148	22015
chr15	74176778	74176779	22016
chr15	74179994	74179995	22017
chr15	74222902	74222903	22018
chr15	74232336	74232337	22019
chr15	74232398	74232399	22020
chr15	74276665	74276666	22021
chr15	74312909	74312910	22022
chr15	74324262	74324263	22023
chr15	74347843	74347844	22024
chr15	74349146	74349147	22025
chr15	74378692	74378693	22026
chr15	74385487	74385488	22027
chr15	74413393	74413394	22028
chr15	74485252	74485253	22029
chr15	74506579	74506580	22030
chr15	74507834	74507835	22031
chr15	74510346	74510347	22032
chr15	74517093	74517094	22033
chr15	74535244	74535245	22034
chr15	74558473	74558474	22035
chr15	74573400	74573401	22036
chr15	74584886	74584887	22037
chr15	74591691	74591692	22038
chr15	74606973	74606974	22039
chr15	74616705	74616706	22040
chr15	74632201	74632202	22041
chr15	74635417	74635418	22042
chr15	74650805	74650806	22043
chr15	74668187	74668188	22044
chr15	74678924	74678925	22045
chr15	74686006	74686007	22046
chr15	74711980	74711981	22047
chr15	74713555	74713556	22048
chr15	74725597	74725598	22049
chr15	74747393	74747394	22050
chr15	74781938	74781939	22051
chr15	74866539	74866540	22052
chr15	74873100	74873101	22053
chr15	74873301	74873302	22054
chr15	74956495	74956496	22055
chr15	75110555	75110556	22056
chr15	75110557	75110558	22057
chr15	75206419	75206420	22058
chr15	75395653	75395654	22059
chr15	75399048	75399049	22060
chr15	75432503	75432504	22061
chr15	75443473	75443474	22062
chr15	75552011	75552012	22063
chr15	75657656	75657657	22064
chr15	75730033	75730034	22065
chr15	75756832	75756833	22066
chr15	75821304	75821305	22067
chr15	75851467	75851468	22068
chr15	75862730	75862731	22069
chr15	75888432	75888433	22070
chr15	75890944	75890945	22071
chr15	75903642	75903643	22072
chr15	75997863	75997864	22073
chr15	76002817	76002818	22074
chr15	76009313	76009314	22075
chr15	76014908	76014909	22076
chr15	76036230	76036231	22077
chr15	76068580	76068581	22078
chr15	76086872	76086873	22079
chr15	76097702	76097703	22080
chr15	76105447	76105448	22081
chr15	76105450	76105451	22082
chr15	76105478	76105479	22083
chr15	76105511	76105512	22084
chr15	76160300	76160301	22085
chr15	76172126	76172127	22086
chr15	76178415	76178416	22087
chr15	76179206	76179207	22088
chr15	76180470	76180471	22089
chr15	76181359	76181360	22090
chr15	76181975	76181976	22091
chr15	76182215	76182216	22092
chr15	76184727	76184728	22093
chr15	76186391	76186392	22094
chr15	76206043	76206044	22095
chr15	76226670	76226671	22096
chr15	76231247	76231248	22097
chr15	76296190	76296191	22098
chr15	76329806	76329807	22099
chr15	76361414	76361415	22100
chr15	76361417	76361418	22101
chr15	76361530	76361531	22102
chr15	76363432	76363433	22103
chr15	76377149	76377150	22104
chr15	76377188	76377189	22105
chr15	76433976	76433977	22106
chr15	76456802	76456803	22107
chr15	76457567	76457568	22108
chr15	76473693	76473694	22109
chr15	76485917	76485918	22110
chr15	76486239	76486240	22111
chr15	76487779	76487780	22112
chr15	76518614	76518615	22113
chr15	76522587	76522588	22114
chr15	76560736	76560737	22115
chr15	76561351	76561352	22116
chr15	76565028	76565029	22117
chr15	76580083	76580084	22118
chr15	76597358	76597359	22119
chr15	76597409	76597410	22120
chr15	76597421	76597422	22121
chr15	76597437	76597438	22122
chr15	76638721	76638722	22123
chr15	76665515	76665516	22124
chr15	76665594	76665595	22125
chr15	76665630	76665631	22126
chr15	76698629	76698630	22127
chr15	76798310	76798311	22128
chr15	76855699	76855700	22129
chr15	76858143	76858144	22130
chr15	76871260	76871261	22131
chr15	76961166	76961167	22132
chr15	76977779	76977780	22133
chr15	77039329	77039330	22134
chr15	77070841	77070842	22135
chr15	77080005	77080006	22136
chr15	77235331	77235332	22137
chr15	77279478	77279479	22138
chr15	77314220	77314221	22139
chr15	77335387	77335388	22140
chr15	77346212	77346213	22141
chr15	77353922	77353923	22142
chr15	77359736	77359737	22143
chr15	77360217	77360218	22144
chr15	77490023	77490024	22145
chr15	77501251	77501252	22146
chr15	77660282	77660283	22147
chr15	77760225	77760226	22148
chr15	77771843	77771844	22149
chr15	77789902	77789903	22150
chr15	77795946	77795947	22151
chr15	77806772	77806773	22152
chr15	77807709	77807710	22153
chr15	77814680	77814681	22154
chr15	77827715	77827716	22155
chr15	77840276	77840277	22156
chr15	77844074	77844075	22157
chr15	77850492	77850493	22158
chr15	77856657	77856658	22159
chr15	77863150	77863151	22160
chr15	77883279	77883280	22161
chr15	77904548	77904549	22162
chr15	77904557	77904558	22163
chr15	77922593	77922594	22164
chr15	77994334	77994335	22165
chr15	77995456	77995457	22166
chr15	77999385	77999386	22167
chr15	78079885	78079886	22168
chr15	78094374	78094375	22169
chr15	78146283	78146284	22170
chr15	78153108	78153109	22171
chr15	78173131	78173132	22172
chr15	78184704	78184705	22173
chr15	78184821	78184822	22174
chr15	78195439	78195440	22175
chr15	78204337	78204338	22176
chr15	78204510	78204511	22177
chr15	78234966	78234967	22178
chr15	78278835	78278836	22179
chr15	78284525	78284526	22180
chr15	78286893	78286894	22181
chr15	78333009	78333010	22182
chr15	78333080	78333081	22183
chr15	78377017	78377018	22184
chr15	78450189	78450190	22185
chr15	78529713	78529714	22186
chr15	78544624	78544625	22187
chr15	78591775	78591776	22188
chr15	78593683	78593684	22189
chr15	78612519	78612520	22190
chr15	78628844	78628845	22191
chr15	78629430	78629431	22192
chr15	78639462	78639463	22193
chr15	78650968	78650969	22194
chr15	78672175	78672176	22195
chr15	78684131	78684132	22196
chr15	78743949	78743950	22197
chr15	78763279	78763280	22198
chr15	78763292	78763293	22199
chr15	78772259	78772260	22200
chr15	78778319	78778320	22201
chr15	78820730	78820731	22202
chr15	78820886	78820887	22203
chr15	78832553	78832554	22204
chr15	78832639	78832640	22205
chr15	78834448	78834449	22206
chr15	78852212	78852213	22207
chr15	78852852	78852853	22208
chr15	78862766	78862767	22209
chr15	78894632	78894633	22210
chr15	78898444	78898445	22211
chr15	78903045	78903046	22212
chr15	78937579	78937580	22213
chr15	78968003	78968004	22214
chr15	79025790	79025791	22215
chr15	79039250	79039251	22216
chr15	79042411	79042412	22217
chr15	79058275	79058276	22218
chr15	79061082	79061083	22219
chr15	79066156	79066157	22220
chr15	79115570	79115571	22221
chr15	79120899	79120900	22222
chr15	79128548	79128549	22223
chr15	79135625	79135626	22224
chr15	79162364	79162365	22225
chr15	79164096	79164097	22226
chr15	79169259	79169260	22227
chr15	79169632	79169633	22228
chr15	79174256	79174257	22229
chr15	79183483	79183484	22230
chr15	79183488	79183489	22231
chr15	79194063	79194064	22232
chr15	79248037	79248038	22233
chr15	79253508	79253509	22234
chr15	79258562	79258563	22235
chr15	79262369	79262370	22236
chr15	79269743	79269744	22237
chr15	79277827	79277828	22238
chr15	79289562	79289563	22239
chr15	79312956	79312957	22240
chr15	79314184	79314185	22241
chr15	79330974	79330975	22242
chr15	79352496	79352497	22243
chr15	79352542	79352543	22244
chr15	79368795	79368796	22245
chr15	79382436	79382437	22246
chr15	79441304	79441305	22247
chr15	79442151	79442152	22248
chr15	79454951	79454952	22249
chr15	79456089	79456090	22250
chr15	79456105	79456106	22251
chr15	79479109	79479110	22252
chr15	79481939	79481940	22253
chr15	79482650	79482651	22254
chr15	79492591	79492592	22255
chr15	79492700	79492701	22256
chr15	79503370	79503371	22257
chr15	79506847	79506848	22258
chr15	79507703	79507704	22259
chr15	79515608	79515609	22260
chr15	79515640	79515641	22261
chr15	79541360	79541361	22262
chr15	79543008	79543009	22263
chr15	79543022	79543023	22264
chr15	79558157	79558158	22265
chr15	79623618	79623619	22266
chr15	79627628	79627629	22267
chr15	79627919	79627920	22268
chr15	79670369	79670370	22269
chr15	79672301	79672302	22270
chr15	79678510	79678511	22271
chr15	79678637	79678638	22272
chr15	79689850	79689851	22273
chr15	79706112	79706113	22274
chr15	79741464	79741465	22275
chr15	79789829	79789830	22276
chr15	79799719	79799720	22277
chr15	79809323	79809324	22278
chr15	79825698	79825699	22279
chr15	79847040	79847041	22280
chr15	79847063	79847064	22281
chr15	79848685	79848686	22282
chr15	79876332	79876333	22283
chr15	79896166	79896167	22284
chr15	79897044	79897045	22285
chr15	79898800	79898801	22286
chr15	79917019	79917020	22287
chr15	79918184	79918185	22288
chr15	79919138	79919139	22289
chr15	79919651	79919652	22290
chr15	79922018	79922019	22291
chr15	79925152	79925153	22292
chr15	79928642	79928643	22293
chr15	79935741	79935742	22294
chr15	79949824	79949825	22295
chr15	79952744	79952745	22296
chr15	79963725	79963726	22297
chr15	79964239	79964240	22298
chr15	79967517	79967518	22299
chr15	79968155	79968156	22300
chr15	79970409	79970410	22301
chr15	79978407	79978408	22302
chr15	79981448	79981449	22303
chr15	80011104	80011105	22304
chr15	80011119	80011120	22305
chr15	80018122	80018123	22306
chr15	80018746	80018747	22307
chr15	80031896	80031897	22308
chr15	80044714	80044715	22309
chr15	80048208	80048209	22310
chr15	80075313	80075314	22311
chr15	80093522	80093523	22312
chr15	80119649	80119650	22313
chr15	80156957	80156958	22314
chr15	80189545	80189546	22315
chr15	80206852	80206853	22316
chr15	80207232	80207233	22317
chr15	80228505	80228506	22318
chr15	80231983	80231984	22319
chr15	80247791	80247792	22320
chr15	80254503	80254504	22321
chr15	80265431	80265432	22322
chr15	80267834	80267835	22323
chr15	80274162	80274163	22324
chr15	80314568	80314569	22325
chr15	80356972	80356973	22326
chr15	80430402	80430403	22327
chr15	80438349	80438350	22328
chr15	80454461	80454462	22329
chr15	80462173	80462174	22330
chr15	80615218	80615219	22331
chr15	80633082	80633083	22332
chr15	80649032	80649033	22333
chr15	80797315	80797316	22334
chr15	80920893	80920894	22335
chr15	80928868	80928869	22336
chr15	81005967	81005968	22337
chr15	81047816	81047817	22338
chr15	81150413	81150414	22339
chr15	81151705	81151706	22340
chr15	81161893	81161894	22341
chr15	81213035	81213036	22342
chr15	81215810	81215811	22343
chr15	81248079	81248080	22344
chr15	81255487	81255488	22345
chr15	81371269	81371270	22346
chr15	81470877	81470878	22347
chr15	81516114	81516115	22348
chr15	81516164	81516165	22349
chr15	81554066	81554067	22350
chr15	81568440	81568441	22351
chr15	81653369	81653370	22352
chr15	81693684	81693685	22353
chr15	81714524	81714525	22354
chr15	81771992	81771993	22355
chr15	81850898	81850899	22356
chr15	81919992	81919993	22357
chr15	81956617	81956618	22358
chr15	82070964	82070965	22359
chr15	82071052	82071053	22360
chr15	82171242	82171243	22361
chr15	82204957	82204958	22362
chr15	82223317	82223318	22363
chr15	82223657	82223658	22364
chr15	82224108	82224109	22365
chr15	82227240	82227241	22366
chr15	82227319	82227320	22367
chr15	82231203	82231204	22368
chr15	82260206	82260207	22369
chr15	82263273	82263274	22370
chr15	82270333	82270334	22371
chr15	82302945	82302946	22372
chr15	82302988	82302989	22373
chr15	82307514	82307515	22374
chr15	82342796	82342797	22375
chr15	82362133	82362134	22376
chr15	82363090	82363091	22377
chr15	82494741	82494742	22378
chr15	82538046	82538047	22379
chr15	82607688	82607689	22380
chr15	82619592	82619593	22381
chr15	82886339	82886340	22382
chr15	82910773	82910774	22383
chr15	82912489	82912490	22384
chr15	82937184	82937185	22385
chr15	82952503	82952504	22386
chr15	82960946	82960947	22387
chr15	82963994	82963995	22388
chr15	82964005	82964006	22389
chr15	83009661	83009662	22390
chr15	83009772	83009773	22391
chr15	83017720	83017721	22392
chr15	83035540	83035541	22393
chr15	83040800	83040801	22394
chr15	83043402	83043403	22395
chr15	83102356	83102357	22396
chr15	83111527	83111528	22397
chr15	83116256	83116257	22398
chr15	83116428	83116429	22399
chr15	83119578	83119579	22400
chr15	83153453	83153454	22401
chr15	83165694	83165695	22402
chr15	83167264	83167265	22403
chr15	83200032	83200033	22404
chr15	83203872	83203873	22405
chr15	83237137	83237138	22406
chr15	83344178	83344179	22407
chr15	83501780	83501781	22408
chr15	83501880	83501881	22409
chr15	83502104	83502105	22410
chr15	83502114	83502115	22411
chr15	83539382	83539383	22412
chr15	83541412	83541413	22413
chr15	83551989	83551990	22414
chr15	83552657	83552658	22415
chr15	83552669	83552670	22416
chr15	83572819	83572820	22417
chr15	83579584	83579585	22418
chr15	83592145	83592146	22419
chr15	83599993	83599994	22420
chr15	83606205	83606206	22421
chr15	83636201	83636202	22422
chr15	83679207	83679208	22423
chr15	83697953	83697954	22424
chr15	83698593	83698594	22425
chr15	83714246	83714247	22426
chr15	83724426	83724427	22427
chr15	83734685	83734686	22428
chr15	83741799	83741800	22429
chr15	83748840	83748841	22430
chr15	83752889	83752890	22431
chr15	83766059	83766060	22432
chr15	83769704	83769705	22433
chr15	83770591	83770592	22434
chr15	83792752	83792753	22435
chr15	83870169	83870170	22436
chr15	83880816	83880817	22437
chr15	83880828	83880829	22438
chr15	83880864	83880865	22439
chr15	83880868	83880869	22440
chr15	83880897	83880898	22441
chr15	83902440	83902441	22442
chr15	83902563	83902564	22443
chr15	84081435	84081436	22444
chr15	84087317	84087318	22445
chr15	84103518	84103519	22446
chr15	84105275	84105276	22447
chr15	84123898	84123899	22448
chr15	84148009	84148010	22449
chr15	84158766	84158767	22450
chr15	84217626	84217627	22451
chr15	84217667	84217668	22452
chr15	84223923	84223924	22453
chr15	84229200	84229201	22454
chr15	84246757	84246758	22455
chr15	84246954	84246955	22456
chr15	84304788	84304789	22457
chr15	84313266	84313267	22458
chr15	84325922	84325923	22459
chr15	84339462	84339463	22460
chr15	84351956	84351957	22461
chr15	84378885	84378886	22462
chr15	84404015	84404016	22463
chr15	84421927	84421928	22464
chr15	84445541	84445542	22465
chr15	84493185	84493186	22466
chr15	84496510	84496511	22467
chr15	84541781	84541782	22468
chr15	84551655	84551656	22469
chr15	84614856	84614857	22470
chr15	84635424	84635425	22471
chr15	84635432	84635433	22472
chr15	84659972	84659973	22473
chr15	84676402	84676403	22474
chr15	84677954	84677955	22475
chr15	84687761	84687762	22476
chr15	84697960	84697961	22477
chr15	84715581	84715582	22478
chr15	84716176	84716177	22479
chr15	84740645	84740646	22480
chr15	84744925	84744926	22481
chr15	84775528	84775529	22482
chr15	84785149	84785150	22483
chr15	85012097	85012098	22484
chr15	85051595	85051596	22485
chr15	85174862	85174863	22486
chr15	85190356	85190357	22487
chr15	85199095	85199096	22488
chr15	85211212	85211213	22489
chr15	85246061	85246062	22490
chr15	85251348	85251349	22491
chr15	85251360	85251361	22492
chr15	85256076	85256077	22493
chr15	85265125	85265126	22494
chr15	85285136	85285137	22495
chr15	85343727	85343728	22496
chr15	85430596	85430597	22497
chr15	85443605	85443606	22498
chr15	85554729	85554730	22499
chr15	85582601	85582602	22500
chr15	85600473	85600474	22501
chr15	85615430	85615431	22502
chr15	85626241	85626242	22503
chr15	85646682	85646683	22504
chr15	85663256	85663257	22505
chr15	85678921	85678922	22506
chr15	85700696	85700697	22507
chr15	85703441	85703442	22508
chr15	85706157	85706158	22509
chr15	85718579	85718580	22510
chr15	85755706	85755707	22511
chr15	85766794	85766795	22512
chr15	85782146	85782147	22513
chr15	85807868	85807869	22514
chr15	85843810	85843811	22515
chr15	85904633	85904634	22516
chr15	85970278	85970279	22517
chr15	85981508	85981509	22518
chr15	85991646	85991647	22519
chr15	86024367	86024368	22520
chr15	86057407	86057408	22521
chr15	86082784	86082785	22522
chr15	86117873	86117874	22523
chr15	86158376	86158377	22524
chr15	86312488	86312489	22525
chr15	86496893	86496894	22526
chr15	86567073	86567074	22527
chr15	86597962	86597963	22528
chr15	86599678	86599679	22529
chr15	86622685	86622686	22530
chr15	86628443	86628444	22531
chr15	86661091	86661092	22532
chr15	86670048	86670049	22533
chr15	86746502	86746503	22534
chr15	86750517	86750518	22535
chr15	86757541	86757542	22536
chr15	86785671	86785672	22537
chr15	86807368	86807369	22538
chr15	86815812	86815813	22539
chr15	86836983	86836984	22540
chr15	86841713	86841714	22541
chr15	86852704	86852705	22542
chr15	86928496	86928497	22543
chr15	86946430	86946431	22544
chr15	87036521	87036522	22545
chr15	87052964	87052965	22546
chr15	87148863	87148864	22547
chr15	87149128	87149129	22548
chr15	87149269	87149270	22549
chr15	87157091	87157092	22550
chr15	87201077	87201078	22551
chr15	87228898	87228899	22552
chr15	87229207	87229208	22553
chr15	87299618	87299619	22554
chr15	87412032	87412033	22555
chr15	87412039	87412040	22556
chr15	87499146	87499147	22557
chr15	87515291	87515292	22558
chr15	87606045	87606046	22559
chr15	87621613	87621614	22560
chr15	87624948	87624949	22561
chr15	87634082	87634083	22562
chr15	87636867	87636868	22563
chr15	87665243	87665244	22564
chr15	87696408	87696409	22565
chr15	87777444	87777445	22566
chr15	87794421	87794422	22567
chr15	87858993	87858994	22568
chr15	87890469	87890470	22569
chr15	87924119	87924120	22570
chr15	87942701	87942702	22571
chr15	87949682	87949683	22572
chr15	87960850	87960851	22573
chr15	87970870	87970871	22574
chr15	87970887	87970888	22575
chr15	87974964	87974965	22576
chr15	88013964	88013965	22577
chr15	88101049	88101050	22578
chr15	88118990	88118991	22579
chr15	88134341	88134342	22580
chr15	88392314	88392315	22581
chr15	88533466	88533467	22582
chr15	88690650	88690651	22583
chr15	88701417	88701418	22584
chr15	88721976	88721977	22585
chr15	88751616	88751617	22586
chr15	88758385	88758386	22587
chr15	88781998	88781999	22588
chr15	88795445	88795446	22589
chr15	88939743	88939744	22590
chr15	89038736	89038737	22591
chr15	89040080	89040081	22592
chr15	89068832	89068833	22593
chr15	89076074	89076075	22594
chr15	89084643	89084644	22595
chr15	89124062	89124063	22596
chr15	89124122	89124123	22597
chr15	89161093	89161094	22598
chr15	89175044	89175045	22599
chr15	89209284	89209285	22600
chr15	89209674	89209675	22601
chr15	89210019	89210020	22602
chr15	89210079	89210080	22603
chr15	89210796	89210797	22604
chr15	89229619	89229620	22605
chr15	89310086	89310087	22606
chr15	89316504	89316505	22607
chr15	89417313	89417314	22608
chr15	89419715	89419716	22609
chr15	89421853	89421854	22610
chr15	89425520	89425521	22611
chr15	89434394	89434395	22612
chr15	89457703	89457704	22613
chr15	89457857	89457858	22614
chr15	89461605	89461606	22615
chr15	89461944	89461945	22616
chr15	89470742	89470743	22617
chr15	89500196	89500197	22618
chr15	89532865	89532866	22619
chr15	89547724	89547725	22620
chr15	89547731	89547732	22621
chr15	89548800	89548801	22622
chr15	89549075	89549076	22623
chr15	89576538	89576539	22624
chr15	89576566	89576567	22625
chr15	89584812	89584813	22626
chr15	89589859	89589860	22627
chr15	89617789	89617790	22628
chr15	89637494	89637495	22629
chr15	89637542	89637543	22630
chr15	89675373	89675374	22631
chr15	89765505	89765506	22632
chr15	89765689	89765690	22633
chr15	89957923	89957924	22634
chr15	89957947	89957948	22635
chr15	89957958	89957959	22636
chr15	89965398	89965399	22637
chr15	89984244	89984245	22638
chr15	90147755	90147756	22639
chr15	90194231	90194232	22640
chr15	90199195	90199196	22641
chr15	90199208	90199209	22642
chr15	90324655	90324656	22643
chr15	90419489	90419490	22644
chr15	90443603	90443604	22645
chr15	90443876	90443877	22646
chr15	90445408	90445409	22647
chr15	90489028	90489029	22648
chr15	90490807	90490808	22649
chr15	90501912	90501913	22650
chr15	90533888	90533889	22651
chr15	90537501	90537502	22652
chr15	90540334	90540335	22653
chr15	90550416	90550417	22654
chr15	90552427	90552428	22655
chr15	90583187	90583188	22656
chr15	90598363	90598364	22657
chr15	90636582	90636583	22658
chr15	90752084	90752085	22659
chr15	90842037	90842038	22660
chr15	90891056	90891057	22661
chr15	90974471	90974472	22662
chr15	90988376	90988377	22663
chr15	91029409	91029410	22664
chr15	91029488	91029489	22665
chr15	91029494	91029495	22666
chr15	91033711	91033712	22667
chr15	91048092	91048093	22668
chr15	91050133	91050134	22669
chr15	91061461	91061462	22670
chr15	91083422	91083423	22671
chr15	91086850	91086851	22672
chr15	91106133	91106134	22673
chr15	91106145	91106146	22674
chr15	91106151	91106152	22675
chr15	91106157	91106158	22676
chr15	91106181	91106182	22677
chr15	91106199	91106200	22678
chr15	91106223	91106224	22679
chr15	91112705	91112706	22680
chr15	91121463	91121464	22681
chr15	91136342	91136343	22682
chr15	91136385	91136386	22683
chr15	91197401	91197402	22684
chr15	91233100	91233101	22685
chr15	91262929	91262930	22686
chr15	91407231	91407232	22687
chr15	91459115	91459116	22688
chr15	91461314	91461315	22689
chr15	91530250	91530251	22690
chr15	91562629	91562630	22691
chr15	91597911	91597912	22692
chr15	91609994	91609995	22693
chr15	91619323	91619324	22694
chr15	91761878	91761879	22695
chr15	91817364	91817365	22696
chr15	91869285	91869286	22697
chr15	91906711	91906712	22698
chr15	91906890	91906891	22699
chr15	91907337	91907338	22700
chr15	91910272	91910273	22701
chr15	91980997	91980998	22702
chr15	91992908	91992909	22703
chr15	91992916	91992917	22704
chr15	91992979	91992980	22705
chr15	92115224	92115225	22706
chr15	92219989	92219990	22707
chr15	92319854	92319855	22708
chr15	92396832	92396833	22709
chr15	92396922	92396923	22710
chr15	92420812	92420813	22711
chr15	92439366	92439367	22712
chr15	92488453	92488454	22713
chr15	92517973	92517974	22714
chr15	92570901	92570902	22715
chr15	92617769	92617770	22716
chr15	92767674	92767675	22717
chr15	92796694	92796695	22718
chr15	92796709	92796710	22719
chr15	92951383	92951384	22720
chr15	92951417	92951418	22721
chr15	92979121	92979122	22722
chr15	93050435	93050436	22723
chr15	93050464	93050465	22724
chr15	93050487	93050488	22725
chr15	93058136	93058137	22726
chr15	93061406	93061407	22727
chr15	93061502	93061503	22728
chr15	93115644	93115645	22729
chr15	93117893	93117894	22730
chr15	93118054	93118055	22731
chr15	93121844	93121845	22732
chr15	93154238	93154239	22733
chr15	93169946	93169947	22734
chr15	93169950	93169951	22735
chr15	93204485	93204486	22736
chr15	93217179	93217180	22737
chr15	93217235	93217236	22738
chr15	93224453	93224454	22739
chr15	93230355	93230356	22740
chr15	93236662	93236663	22741
chr15	93283500	93283501	22742
chr15	93283511	93283512	22743
chr15	93287671	93287672	22744
chr15	93375518	93375519	22745
chr15	93376221	93376222	22746
chr15	93452145	93452146	22747
chr15	93494040	93494041	22748
chr15	93505382	93505383	22749
chr15	93552343	93552344	22750
chr15	93590219	93590220	22751
chr15	93607622	93607623	22752
chr15	93610530	93610531	22753
chr15	93660171	93660172	22754
chr15	93685395	93685396	22755
chr15	93698577	93698578	22756
chr15	93879197	93879198	22757
chr15	93913354	93913355	22758
chr15	93913674	93913675	22759
chr15	93918137	93918138	22760
chr15	93923617	93923618	22761
chr15	94001872	94001873	22762
chr15	94078686	94078687	22763
chr15	94192218	94192219	22764
chr15	94192259	94192260	22765
chr15	94192443	94192444	22766
chr15	94192979	94192980	22767
chr15	94305636	94305637	22768
chr15	94348292	94348293	22769
chr15	94372779	94372780	22770
chr15	94403350	94403351	22771
chr15	94445217	94445218	22772
chr15	94469810	94469811	22773
chr15	94469920	94469921	22774
chr15	94516983	94516984	22775
chr15	94522949	94522950	22776
chr15	94554639	94554640	22777
chr15	94554826	94554827	22778
chr15	94555542	94555543	22779
chr15	94562671	94562672	22780
chr15	94600859	94600860	22781
chr15	94601051	94601052	22782
chr15	94609786	94609787	22783
chr15	94615168	94615169	22784
chr15	94660338	94660339	22785
chr15	94717593	94717594	22786
chr15	94722762	94722763	22787
chr15	94724402	94724403	22788
chr15	94731159	94731160	22789
chr15	94761909	94761910	22790
chr15	94822377	94822378	22791
chr15	94822593	94822594	22792
chr15	94841127	94841128	22793
chr15	94933781	94933782	22794
chr15	95011629	95011630	22795
chr15	95087647	95087648	22796
chr15	95141108	95141109	22797
chr15	95206759	95206760	22798
chr15	95284114	95284115	22799
chr15	95302608	95302609	22800
chr15	95304561	95304562	22801
chr15	95320450	95320451	22802
chr15	95320452	95320453	22803
chr15	95328360	95328361	22804
chr15	95334034	95334035	22805
chr15	95393383	95393384	22806
chr15	95502730	95502731	22807
chr15	95509679	95509680	22808
chr15	95521369	95521370	22809
chr15	95526484	95526485	22810
chr15	95528171	95528172	22811
chr15	95549299	95549300	22812
chr15	95599357	95599358	22813
chr15	95706224	95706225	22814
chr15	95766891	95766892	22815
chr15	95802964	95802965	22816
chr15	95803905	95803906	22817
chr15	95819082	95819083	22818
chr15	95828136	95828137	22819
chr15	95830313	95830314	22820
chr15	95861655	95861656	22821
chr15	95870462	95870463	22822
chr15	95872395	95872396	22823
chr15	95891772	95891773	22824
chr15	95943462	95943463	22825
chr15	95958992	95958993	22826
chr15	95968350	95968351	22827
chr15	96023192	96023193	22828
chr15	96056645	96056646	22829
chr15	96136550	96136551	22830
chr15	96167057	96167058	22831
chr15	96182582	96182583	22832
chr15	96188068	96188069	22833
chr15	96221231	96221232	22834
chr15	96474901	96474902	22835
chr15	96474928	96474929	22836
chr15	96478750	96478751	22837
chr15	96481665	96481666	22838
chr15	96493787	96493788	22839
chr15	96507263	96507264	22840
chr15	96590587	96590588	22841
chr15	96602112	96602113	22842
chr15	96628859	96628860	22843
chr15	96632420	96632421	22844
chr15	96634751	96634752	22845
chr15	96644473	96644474	22846
chr15	96683141	96683142	22847
chr15	96686945	96686946	22848
chr15	96836882	96836883	22849
chr15	96844844	96844845	22850
chr15	96928898	96928899	22851
chr15	96944689	96944690	22852
chr15	96944706	96944707	22853
chr15	96960673	96960674	22854
chr15	97089170	97089171	22855
chr15	97141204	97141205	22856
chr15	97175064	97175065	22857
chr15	97187774	97187775	22858
chr15	97212910	97212911	22859
chr15	97231329	97231330	22860
chr15	97268886	97268887	22861
chr15	97271554	97271555	22862
chr15	97341637	97341638	22863
chr15	97345355	97345356	22864
chr15	97361033	97361034	22865
chr15	97361783	97361784	22866
chr15	97429300	97429301	22867
chr15	97432960	97432961	22868
chr15	97457538	97457539	22869
chr15	97457565	97457566	22870
chr15	97475982	97475983	22871
chr15	97506572	97506573	22872
chr15	97551327	97551328	22873
chr15	97576437	97576438	22874
chr15	97582621	97582622	22875
chr15	97584430	97584431	22876
chr15	97584433	97584434	22877
chr15	97598036	97598037	22878
chr15	97619943	97619944	22879
chr15	97622898	97622899	22880
chr15	97676277	97676278	22881
chr15	97680432	97680433	22882
chr15	97714796	97714797	22883
chr15	97717396	97717397	22884
chr15	97767009	97767010	22885
chr15	97789933	97789934	22886
chr15	97789993	97789994	22887
chr15	97801138	97801139	22888
chr15	97801287	97801288	22889
chr15	97816661	97816662	22890
chr15	97816668	97816669	22891
chr15	97816725	97816726	22892
chr15	97820302	97820303	22893
chr15	97827372	97827373	22894
chr15	97827376	97827377	22895
chr15	97835773	97835774	22896
chr15	97836669	97836670	22897
chr15	97864568	97864569	22898
chr15	97871478	97871479	22899
chr15	97877800	97877801	22900
chr15	97905888	97905889	22901
chr15	97927482	97927483	22902
chr15	97934800	97934801	22903
chr15	97982437	97982438	22904
chr15	97990762	97990763	22905
chr15	98009989	98009990	22906
